1509708871.000000, 1509708871.000000, 1509708871.000000
32.000000, 32.000000, 32.000000
-4,3,62
-4,3,62
-3,3,62
-4,3,62
-3,3,62
-4,3,62
-4,3,62
-4,3,62
-3,3,62
-4,3,62
-4,3,62
-3,3,62
-4,3,62
-4,3,62
-4,3,62
-3,3,62
-3,3,62
-4,3,62
-4,3,62
-4,3,62
-4,3,62
-5,2,62
-4,2,62
-3,2,62
-5,2,62
-5,2,62
-5,2,62
-5,2,62
-4,2,62
-4,2,62
-5,1,62
-5,1,62
-5,0,62
-5,1,62
-5,1,62
-5,2,62
-6,2,61
-5,2,62
-5,3,62
-6,3,62
-7,3,62
-7,2,61
-7,2,61
-6,3,62
-7,3,62
-8,3,62
-9,3,62
-8,4,62
-9,5,62
-9,5,61
-9,5,62
-9,5,62
-10,4,62
-10,4,61
-9,4,61
-9,5,62
-9,5,62
-9,5,62
-9,4,61
-9,5,62
-9,5,62
-9,4,62
-8,5,62
-9,4,61
-9,5,62
-8,5,62
-9,5,61
-9,5,62
-9,5,61
-9,4,61
-9,5,61
-9,4,61
-9,5,62
-9,5,62
-9,5,62
-9,4,62
-9,4,61
-8,5,62
-9,5,62
-9,5,61
-9,5,61
-9,5,62
-9,5,62
-9,5,62
-9,5,62
-8,5,62
-9,5,62
-9,5,62
-9,5,62
-8,5,62
-9,5,62
-9,5,61
-9,5,62
-9,5,61
-9,5,61
-9,5,61
-9,6,61
-9,6,62
-9,6,61
-9,5,62
-9,5,62
-9,6,62
-9,6,62
-9,6,61
-7,6,61
-7,6,62
-7,6,62
-7,6,62
-6,6,62
-7,6,62
-7,6,61
-7,6,61
-7,6,62
-7,6,61
-7,6,62
-7,6,62
-7,6,62
-7,6,61
-7,6,61
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,61
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,61
-7,6,61
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,62
-7,6,61
-7,6,62
-7,6,62
-7,6,62
-8,6,61
-7,6,61
-7,6,62
-7,6,62
-7,6,61
-7,6,61
-8,6,62
-7,6,62
-7,6,61
-7,6,62
-8,6,61
-7,6,61
-8,6,62
-8,6,62
-7,6,62
-7,6,62
-8,6,61
-8,6,62
-8,6,61
-8,6,62
-7,6,61
-8,6,61
-8,5,62
-7,6,62
-8,6,62
-8,6,61
-7,6,62
-7,6,61
-8,6,62
-8,6,62
-8,8,64
-6,8,65
-11,12,69
-17,17,80
4,23,95
13,29,94
24,35,101
25,35,103
28,34,97
7,34,81
-18,32,80
-42,21,70
-20,5,64
1,18,46
-24,21,42
-15,31,38
-48,47,40
-64,65,54
-51,32,30
-52,24,25
-64,16,35
-55,10,37
-64,4,47
-59,1,51
-55,-7,56
-54,-9,58
-52,-11,67
-53,-8,69
-52,-6,71
-52,-5,67
-52,-4,65
-55,-4,62
-54,-4,62
-50,-2,57
-51,-1,52
-49,0,52
-50,2,48
-48,4,46
-40,5,44
-39,8,48
-39,11,46
-34,11,42
-33,15,48
-27,19,50
-31,25,53
-18,28,57
-12,32,64
-10,33,67
-3,33,66
1,40,75
7,40,76
26,34,67
26,36,72
15,29,63
16,22,58
14,9,63
15,-1,70
10,-2,71
5,-8,75
3,-12,70
-3,-16,65
-8,-12,66
-8,-9,71
-6,-7,69
-16,-1,68
-22,-2,66
-17,-4,61
-21,-4,58
-26,-4,60
-26,-7,59
-23,-8,55
-22,-6,53
-20,-5,56
-30,-1,58
-28,0,57
-21,0,59
-33,0,57
-35,1,58
-35,2,59
-38,1,57
-38,2,56
-34,2,54
-28,2,55
-30,1,55
-34,1,53
