1509708871.000000, IBI
89.769734,1.046923
145.944181,1.062549
147.069232,1.125051
148.147407,1.078174
149.116201,0.968794
149.944364,0.828163
150.741276,0.796911
151.553813,0.812537
152.303847,0.750034
152.928876,0.625029
153.553904,0.625029
154.178933,0.625029
154.866464,0.687531
155.522744,0.656280
156.038393,0.515649
156.522790,0.484397
156.960310,0.437520
157.444707,0.484397
157.850976,0.406269
165.945096,0.656280
166.570125,0.625029
167.242031,0.671906
167.898311,0.656280
168.601468,0.703157
169.273374,0.671906
169.835900,0.562526
170.398425,0.562526
171.054705,0.656280
171.585980,0.531274
172.101628,0.515649
172.539148,0.437520
172.992294,0.453146
173.476691,0.484397
173.992340,0.515649
174.476737,0.484397
174.929883,0.453146
175.320526,0.390643
175.711169,0.390643
176.070560,0.359391
176.414326,0.343766
198.680970,0.453146
199.305999,0.625029
201.774862,0.437520
212.775365,0.531274
213.212885,0.437520
213.712908,0.500023
225.166557,0.500023
225.588452,0.421894
226.072849,0.484397
226.525995,0.453146
226.901012,0.375017
229.026109,0.515649
229.573009,0.546900
230.088658,0.515649
230.573055,0.484397
231.166832,0.593777
234.573238,0.453146
235.088886,0.515649
235.526407,0.437520
236.026429,0.500023
236.432698,0.406269
236.932721,0.500023
237.417118,0.484397
237.948392,0.531274
238.401538,0.453146
238.901561,0.500023
239.339081,0.437520
239.870355,0.531274
240.292250,0.421894
240.854775,0.562526
241.276670,0.421894
241.792318,0.515649
242.276716,0.484397
242.792364,0.515649
243.229884,0.437520
243.729907,0.500023
244.214304,0.484397
244.776830,0.562526
245.214350,0.437520
245.761250,0.546900
246.198770,0.437520
246.745670,0.546900
247.151939,0.406269
247.667587,0.515649
248.120733,0.453146
248.636382,0.515649
249.105153,0.468771
249.667679,0.562526
250.105199,0.437520
250.683350,0.578151
251.136496,0.453146
251.699022,0.562526
252.136542,0.437520
252.699068,0.562526
253.136588,0.437520
253.667862,0.531274
254.121008,0.453146
254.667908,0.546900
255.074176,0.406269
255.621076,0.546900
256.089848,0.468771
256.605496,0.515649
257.074268,0.468771
257.558665,0.484397
258.027436,0.468771
258.527459,0.500023
258.980605,0.453146
259.496254,0.515649
259.933774,0.437520
260.465048,0.531274
260.918194,0.453146
261.402591,0.484397
261.871362,0.468771
262.402637,0.531274
262.855783,0.453146
263.371431,0.515649
263.808951,0.437520
264.355851,0.546900
264.793371,0.437520
265.309020,0.515649
267.543497,0.406269
268.090397,0.546900
275.325103,0.421894
275.872003,0.546900
276.262646,0.390643
289.356996,0.312514
289.778890,0.421894
290.107030,0.328140
290.497673,0.390643
290.872690,0.375017
291.357087,0.484397
291.903987,0.546900
292.419636,0.515649
293.044664,0.625029
319.045855,0.468771
319.655257,0.609403
320.155280,0.500023
320.795935,0.640654
321.249080,0.453146
321.842858,0.593777
322.374132,0.531274
322.936658,0.562526
323.421055,0.484397
323.999206,0.578151
324.530481,0.531274
325.093006,0.562526
325.593029,0.500023
326.186806,0.593777
326.671204,0.484397
327.218104,0.546900
327.749378,0.531274
328.327529,0.578151
328.796301,0.468771
329.374452,0.578151
329.827598,0.453146
333.108998,0.468771
333.562144,0.453146
334.187173,0.625029
337.390444,0.484397
337.968596,0.578151
338.562373,0.593777
341.062487,0.531274
341.593762,0.531274
342.078159,0.484397
342.640685,0.562526
345.343933,0.562526
345.797079,0.453146
346.390856,0.593777
346.937756,0.546900
347.500282,0.562526
348.062808,0.562526
348.562831,0.500023
351.141074,0.484397
351.719225,0.578151
352.281751,0.562526
352.797400,0.515649
353.281797,0.484397
368.782506,0.390643
391.830436,0.468771
392.517968,0.687531
468.177681,1.093800
469.443364,1.265683
470.505913,1.062549
504.679352,0.390643
524.383379,0.500023
542.306074,0.421894
546.087497,0.453146
546.525017,0.437520
553.853478,0.406269
554.228495,0.375017
558.619321,0.578151
559.041215,0.421894
559.619367,0.578151
560.072512,0.453146
560.603787,0.531274
561.025681,0.421894
561.603832,0.578151
562.041353,0.437520
562.572627,0.531274
562.994521,0.421894
567.947873,0.437520
568.541650,0.593777
577.792073,0.390643
612.934307,0.609403
613.465581,0.531274
614.121861,0.656280
614.621884,0.500023
615.325042,0.703157
615.950070,0.625029
616.512596,0.562526
